epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,58742.6,0.55978,0.5334,1.1018,0.80765,0.83801,0.88392,0.72007,0.76655,0.5983,1.24673,0.000892,0.000892,0.000892
186,59058,0.55715,0.52915,1.09982,0.80541,0.83872,0.88304,0.71929,0.76616,0.60038,1.24738,0.0008425,0.0008425,0.0008425
187,59373.6,0.55259,0.52249,1.0975,0.8375,0.80523,0.88249,0.71738,0.76708,0.60215,1.24948,0.000793,0.000793,0.000793
188,59692.5,0.55127,0.51791,1.0966,0.79777,0.84809,0.8819,0.71662,0.76733,0.60414,1.25053,0.0007435,0.0007435,0.0007435
189,60008.1,0.54979,0.51596,1.09579,0.80021,0.8452,0.88094,0.71634,0.76823,0.6072,1.25195,0.000694,0.000694,0.000694
190,60323,0.54402,0.51208,1.0903,0.80012,0.84353,0.88046,0.71571,0.7694,0.60918,1.25399,0.0006445,0.0006445,0.0006445
191,60643.3,0.51639,0.29717,1.13392,0.80252,0.84179,0.87989,0.71544,0.76806,0.6095,1.25278,0.000595,0.000595,0.000595
192,60958.7,0.50215,0.2802,1.12218,0.80122,0.84037,0.8793,0.71624,0.76599,0.61155,1.2515,0.0005455,0.0005455,0.0005455
193,61273.6,0.4945,0.27211,1.11525,0.80419,0.84475,0.8793,0.71653,0.76489,0.61297,1.25117,0.000496,0.000496,0.000496
194,61591.6,0.4861,0.26349,1.10781,0.80529,0.84016,0.87872,0.71693,0.76383,0.61676,1.25268,0.0004465,0.0004465,0.0004465
195,61906.3,0.47993,0.25774,1.10301,0.80309,0.84726,0.87676,0.7159,0.76184,0.61663,1.25252,0.000397,0.000397,0.000397
196,62221.7,0.47364,0.25178,1.09781,0.8009,0.84745,0.87576,0.71512,0.75988,0.6186,1.25331,0.0003475,0.0003475,0.0003475
197,62539.7,0.46707,0.24607,1.09242,0.8022,0.84051,0.87417,0.71487,0.75736,0.61906,1.2519,0.000298,0.000298,0.000298
198,62855.3,0.46319,0.24293,1.08933,0.80081,0.84118,0.87325,0.71444,0.75663,0.62141,1.2544,0.0002485,0.0002485,0.0002485
199,63170.8,0.45638,0.23776,1.08388,0.80422,0.8347,0.87212,0.71343,0.75628,0.62524,1.25649,0.000199,0.000199,0.000199
200,63489.1,0.45035,0.23388,1.07903,0.80825,0.82751,0.87015,0.71203,0.7561,0.62906,1.25893,0.0001495,0.0001495,0.0001495
